src_ip,dst_ip,query_name,transaction_id,rcode,ttl,packet_size,time_taken,query_length,response_length,src_port,dst_port,query_type,anomaly_label,entropy,response_code_category,query_volume,geo_region,response_code_ratio
1.1.1.1,1.1.1.1,subdomain.google.com,0,NXDOMAIN,51,106,0.05815098935941099,20,106,53,53,MX,Normal,1,Error,0,Global,2.827937095282146
1.1.1.1,1.1.1.1,my.site.info,0,NXDOMAIN,54,115,0.03869663364579426,12,115,53,53,MX,Normal,1,Error,0,Global,2.828168362627197
8.8.4.4,8.8.4.4,example.com,37270,NXDOMAIN,1,468,2.2595067364758656,71,468,53,53,A,Anomalous,4,Error,0,US,2.828399629972248
8.8.4.4,8.8.4.4,nonexistent.example,0,NXDOMAIN,117,130,0.051239091150550004,19,130,53,53,AAAA,Normal,1,Error,0,US,2.8286308973172987
1.1.1.1,1.1.1.1,google.com,0,No Error,60,82,0.0625889932780073,10,82,53,53,TXT,Normal,1,No Error,0,Global,2.8288621646623495
1.1.1.1,1.1.1.1,subdomain.google.com,59585,SERVFAIL,1,138,2.1008997962349487,143,138,53,53,MX,Anomalous,3,Error,0,Global,2.828208092485549
8.8.4.4,8.8.4.4,example.com,0,No Error,114,81,0.009645372066037994,11,81,53,53,AAAA,Normal,1,No Error,0,US,2.8284393063583817
8.8.8.8,8.8.8.8,my.site.info,33706,SERVFAIL,1,73,4.35156391806834,201,73,53,53,MX,Anomalous,4,Error,0,US,2.827785483125289
8.8.8.8,8.8.8.8,openai.com,0,No Error,104,79,-0.01970354702282806,10,79,53,53,TXT,Normal,1,No Error,0,US,2.828016643550624
8.8.8.8,8.8.8.8,example.com,0,No Error,108,81,0.06073558400213812,11,81,53,53,TXT,Normal,1,No Error,0,US,2.827363069100994
8.8.4.4,8.8.4.4,nonexistent.example,30720,NXDOMAIN,1,133,2.8643866997252783,202,133,53,53,A,Anomalous,4,Error,0,US,2.8267097966728283
8.8.4.4,8.8.4.4,openai.com,0,No Error,117,84,-0.03401236392376013,10,84,53,53,A,Normal,1,No Error,0,US,2.826940850277264
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,102,105,0.16681857791163,16,105,53,53,A,Normal,1,Error,0,US,2.8262878262878264
8.8.8.8,8.8.8.8,google.com,0,No Error,115,75,0.03826025092239142,10,75,53,53,MX,Normal,1,No Error,0,US,2.8265188265188264
1.1.1.1,1.1.1.1,subdomain.google.com,0,NXDOMAIN,58,111,0.07116396435224223,20,111,53,53,TXT,Normal,1,Error,0,Global,2.825866050808314
8.8.8.8,8.8.8.8,subdomain.google.com,0,NXDOMAIN,100,112,0.0914878222835944,20,112,53,53,AAAA,Normal,1,Error,0,US,2.8260969976905312
1.1.1.1,1.1.1.1,google.com,0,No Error,52,64,0.13949538032180306,10,64,53,53,A,Normal,1,No Error,0,Global,2.826327944572748
1.1.1.1,1.1.1.1,openai.com,0,No Error,58,83,0.10920163639836902,10,83,53,53,MX,Normal,1,No Error,0,Global,2.825675363657354
1.1.1.1,1.1.1.1,nonexistent.example,0,NXDOMAIN,59,137,0.1540068012457408,19,137,53,53,TXT,Normal,1,Error,0,Global,2.825023084025854
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,116,133,0.028008863518846544,8,133,53,53,A,Normal,1,Error,0,US,2.8252539242843953
8.8.8.8,8.8.8.8,example.com,1800,REFUSED,1,24,3.1189735459639802,252,24,53,53,MX,Anomalous,3,Error,0,US,2.8254847645429364
8.8.8.8,8.8.8.8,rare.tld,0,NXDOMAIN,104,138,-0.015577758606743763,8,138,53,53,TXT,Normal,1,Error,0,US,2.8254847645429364
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,53,122,0.09188530539630649,16,122,53,53,AAAA,Normal,1,Error,0,Global,2.8257156048014775
1.1.1.1,1.1.1.1,my.site.info,64353,NXDOMAIN,50000,37,2.5599886160554677,113,37,53,53,A,Anomalous,4,Error,0,Global,2.8259464450600187
8.8.8.8,8.8.8.8,google.com,0,No Error,117,65,0.05015610276360424,10,65,53,53,AAAA,Normal,1,No Error,0,US,2.8261772853185594
1.1.1.1,1.1.1.1,openai.com,60550,NXDOMAIN,1,309,2.930999681746468,120,309,53,53,A,Anomalous,3,Error,0,Global,2.8255250403877223
8.8.4.4,8.8.4.4,rare.tld,16587,SERVFAIL,1,110,4.688278775825761,39,110,53,53,A,Anomalous,5,Error,0,US,2.8257558273713363
1.1.1.1,1.1.1.1,google.com,42955,REFUSED,1,198,4.131231867380043,53,198,53,53,AAAA,Anomalous,4,Error,0,Global,2.8259866143549504
1.1.1.1,1.1.1.1,google.com,0,No Error,52,77,0.032831250183659136,10,77,53,53,AAAA,Normal,1,No Error,0,Global,2.8259866143549504
8.8.4.4,8.8.4.4,my.site.info,0,NXDOMAIN,117,110,-0.017966449227271405,12,110,53,53,AAAA,Normal,1,Error,0,US,2.8253345639132443
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,121,124,0.08377134640063473,16,124,53,53,A,Normal,1,Error,0,US,2.825565297646516
1.1.1.1,1.1.1.1,google.com,0,No Error,52,68,0.016139627221758768,10,68,53,53,A,Normal,1,No Error,0,Global,2.8257960313797876
8.8.4.4,8.8.4.4,openai.com,52970,NXDOMAIN,50000,28,3.232341751783435,187,28,53,53,TXT,Anomalous,5,Error,0,US,2.8251441753171855
8.8.8.8,8.8.8.8,google.com,34904,NXDOMAIN,50000,218,2.3573882465800344,184,218,53,53,A,Anomalous,4,Error,0,US,2.8253748558246827
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,103,115,0.09140595537467935,16,115,53,53,MX,Normal,1,Error,0,US,2.82560553633218
8.8.8.8,8.8.8.8,openai.com,0,No Error,105,78,0.0936765302311996,10,78,53,53,AAAA,Normal,1,No Error,0,US,2.825836216839677
8.8.8.8,8.8.8.8,subdomain.google.com,0,NXDOMAIN,106,116,0.060404837022271216,20,116,53,53,AAAA,Normal,1,Error,0,US,2.8251845018450186
1.1.1.1,1.1.1.1,subdomain.google.com,0,NXDOMAIN,56,109,0.06418650689443021,20,109,53,53,TXT,Normal,1,Error,0,Global,2.8254151291512914
8.8.8.8,8.8.8.8,google.com,62825,SERVFAIL,1,229,4.289465976772445,8,229,53,53,A,Anomalous,4,Error,0,US,2.8256457564575648
8.8.4.4,8.8.4.4,test.example.org,23179,REFUSED,1,480,2.6284012367865808,78,480,53,53,AAAA,Anomalous,5,Error,0,US,2.8258763837638377
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,99,122,0.05674399254185625,16,122,53,53,MX,Normal,1,Error,0,US,2.8258763837638377
8.8.8.8,8.8.8.8,subdomain.google.com,0,NXDOMAIN,116,125,-0.010123899112804008,20,125,53,53,MX,Normal,1,Error,0,US,2.8261070110701105
8.8.8.8,8.8.8.8,openai.com,28362,NXDOMAIN,1,418,4.690147142609998,221,418,53,53,TXT,Anomalous,4,Error,0,US,2.826337638376384
8.8.4.4,8.8.4.4,example.com,26283,SERVFAIL,50000,239,2.4814182363811383,225,239,53,53,A,Anomalous,4,Error,0,US,2.8265682656826567
8.8.4.4,8.8.4.4,my.site.info,0,NXDOMAIN,111,112,0.03476614466539814,12,112,53,53,AAAA,Normal,1,Error,0,US,2.82679889298893
1.1.1.1,1.1.1.1,google.com,0,No Error,60,69,0.11152090371443257,10,69,53,53,AAAA,Normal,1,No Error,0,Global,2.827029520295203
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,120,120,0.06109273621023588,16,120,53,53,A,Normal,1,Error,0,US,2.8263776804242564
8.8.8.8,8.8.8.8,subdomain.google.com,41997,NXDOMAIN,50000,409,4.266569275227073,157,409,53,53,AAAA,Anomalous,4,Error,0,US,2.826608254553839
8.8.4.4,8.8.4.4,nonexistent.example,52052,NXDOMAIN,1,203,4.353972192820783,124,203,53,53,TXT,Anomalous,3,Error,0,US,2.826838828683422
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,114,132,0.14206370716080047,8,132,53,53,A,Normal,1,Error,0,US,2.8270694028130046
8.8.8.8,8.8.8.8,rare.tld,12568,NXDOMAIN,50000,54,4.610819406669632,225,54,53,53,AAAA,Anomalous,5,Error,0,US,2.827299976942587
8.8.8.8,8.8.8.8,openai.com,21730,NXDOMAIN,50000,97,4.071239166509246,190,97,53,53,MX,Anomalous,5,Error,0,US,2.8275305510721696
8.8.8.8,8.8.8.8,example.com,0,No Error,109,76,0.007708967163380008,11,76,53,53,TXT,Normal,1,No Error,0,US,2.8277611252017523
8.8.8.8,8.8.8.8,rare.tld,23010,NXDOMAIN,50000,101,2.3754812696989847,192,101,53,53,TXT,Anomalous,4,Error,0,US,2.827109266943292
8.8.4.4,8.8.4.4,my.site.info,3759,SERVFAIL,50000,85,3.53787414517507,97,85,53,53,MX,Anomalous,4,Error,0,US,2.827339787920701
8.8.8.8,8.8.8.8,rare.tld,0,NXDOMAIN,101,126,0.035729057985005586,8,126,53,53,TXT,Normal,1,Error,0,US,2.82757030889811
8.8.4.4,8.8.4.4,example.com,0,No Error,118,65,0.04601573247676298,11,65,53,53,A,Normal,1,No Error,0,US,2.827800829875519
8.8.8.8,8.8.8.8,openai.com,0,No Error,102,97,0.04022445859521175,10,97,53,53,MX,Normal,1,No Error,0,US,2.8271491126987787
1.1.1.1,1.1.1.1,example.com,0,No Error,57,72,0.09043570192528969,11,72,53,53,TXT,Normal,1,No Error,0,Global,2.8264976958525345
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,53,105,-0.006333100416650077,16,105,53,53,AAAA,Normal,1,Error,0,Global,2.825846579129233
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,99,119,0.039734836155557104,16,119,53,53,TXT,Normal,1,Error,0,US,2.8260769407970514
8.8.8.8,8.8.8.8,my.site.info,25929,REFUSED,50000,205,3.200377053700956,178,205,53,53,AAAA,Anomalous,3,Error,0,US,2.82630730246487
8.8.4.4,8.8.4.4,subdomain.google.com,0,NXDOMAIN,117,119,0.1576473900300325,20,119,53,53,AAAA,Normal,1,Error,0,US,2.82630730246487
1.1.1.1,1.1.1.1,rare.tld,17949,NXDOMAIN,50000,242,4.6466645361221275,218,242,53,53,AAAA,Anomalous,4,Error,0,Global,2.8265376641326885
8.8.8.8,8.8.8.8,rare.tld,359,SERVFAIL,1,460,4.728272980125745,95,460,53,53,MX,Anomalous,3,Error,0,US,2.826768025800507
1.1.1.1,1.1.1.1,google.com,0,No Error,50,71,0.06338408681707092,10,71,53,53,TXT,Normal,1,No Error,0,Global,2.826998387468325
8.8.4.4,8.8.4.4,rare.tld,39568,NXDOMAIN,50000,303,4.477657020193237,47,303,53,53,A,Anomalous,5,Error,0,US,2.8263473053892216
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,118,108,0.08505205909967839,16,108,53,53,MX,Normal,1,Error,0,US,2.8265776140027636
8.8.8.8,8.8.8.8,my.site.info,0,NXDOMAIN,103,113,0.08630718732091507,12,113,53,53,MX,Normal,1,Error,0,US,2.8268079226163056
1.1.1.1,1.1.1.1,google.com,14793,SERVFAIL,50000,426,3.4903224836501483,92,426,53,53,MX,Anomalous,5,Error,0,Global,2.827038231229848
8.8.8.8,8.8.8.8,nonexistent.example,49592,SERVFAIL,50000,51,2.642767225998064,150,51,53,53,A,Anomalous,4,Error,0,US,2.82726853984339
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,113,113,0.036876804960974605,16,113,53,53,TXT,Normal,1,Error,0,US,2.827498848456932
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,111,132,0.06789166081822284,8,132,53,53,A,Normal,1,Error,0,US,2.8277291570704746
8.8.8.8,8.8.8.8,rare.tld,47155,NXDOMAIN,50000,373,2.6042791890066397,139,373,53,53,MX,Anomalous,4,Error,0,US,2.8279594656840166
8.8.4.4,8.8.4.4,openai.com,0,No Error,119,78,0.014331924052600559,10,78,53,53,AAAA,Normal,1,No Error,0,US,2.8281897742975586
1.1.1.1,1.1.1.1,nonexistent.example,6463,REFUSED,1,292,4.983696232842964,78,292,53,53,MX,Anomalous,3,Error,0,Global,2.8275385678102696
1.1.1.1,1.1.1.1,subdomain.google.com,0,NXDOMAIN,50,117,0.15519039711050622,20,117,53,53,AAAA,Normal,1,Error,0,Global,2.8275385678102696
8.8.8.8,8.8.8.8,google.com,0,No Error,109,64,0.044154649230162255,10,64,53,53,TXT,Normal,1,No Error,0,US,2.8277688233939675
8.8.4.4,8.8.4.4,openai.com,0,No Error,113,85,0.15827550401330065,10,85,53,53,AAAA,Normal,1,No Error,0,US,2.8271178637200736
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,116,114,0.04190681748276459,16,114,53,53,TXT,Normal,1,Error,0,US,2.8264672036823937
1.1.1.1,1.1.1.1,rare.tld,0,NXDOMAIN,50,138,0.1098120844559611,8,138,53,53,MX,Normal,1,Error,0,Global,2.8266973532796316
1.1.1.1,1.1.1.1,rare.tld,15710,SERVFAIL,1,502,3.2276871265746667,133,502,53,53,MX,Anomalous,4,Error,0,Global,2.82692750287687
1.1.1.1,1.1.1.1,example.com,0,No Error,60,72,0.12507668075657905,11,72,53,53,AAAA,Normal,1,No Error,0,Global,2.827157652474108
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,111,134,0.10959242135126956,8,134,53,53,MX,Normal,1,Error,0,US,2.826507132995858
8.8.4.4,8.8.4.4,google.com,44308,SERVFAIL,50000,509,2.174840963062838,90,509,53,53,AAAA,Anomalous,4,Error,0,US,2.8267372296364472
8.8.4.4,8.8.4.4,my.site.info,52226,REFUSED,50000,32,4.84230741187563,156,32,53,53,A,Anomalous,3,Error,0,US,2.8269673262770363
8.8.4.4,8.8.4.4,nonexistent.example,0,NXDOMAIN,111,137,0.1494275919926163,19,137,53,53,A,Normal,1,Error,0,US,2.8269673262770363
8.8.4.4,8.8.4.4,google.com,0,No Error,120,75,0.16716403848783315,10,75,53,53,TXT,Normal,1,No Error,0,US,2.8271974229176253
8.8.8.8,8.8.8.8,openai.com,53428,REFUSED,1,350,3.313534441232175,167,350,53,53,A,Anomalous,5,Error,0,US,2.826547043938348
8.8.4.4,8.8.4.4,google.com,22612,SERVFAIL,1,106,3.667662063123333,9,106,53,53,TXT,Anomalous,3,Error,0,US,2.826547043938348
8.8.4.4,8.8.4.4,subdomain.google.com,2491,SERVFAIL,50000,117,4.543624363336276,68,117,53,53,AAAA,Anomalous,4,Error,0,US,2.826777087646653
8.8.4.4,8.8.4.4,openai.com,50082,REFUSED,1,343,3.972376908334324,69,343,53,53,TXT,Anomalous,4,Error,0,US,2.8270071313549576
1.1.1.1,1.1.1.1,rare.tld,46289,SERVFAIL,1,421,2.1383765631035763,194,421,53,53,AAAA,Anomalous,5,Error,0,Global,2.8270071313549576
8.8.4.4,8.8.4.4,subdomain.google.com,46931,NXDOMAIN,1,420,3.445743541370481,86,420,53,53,AAAA,Anomalous,5,Error,0,US,2.827237175063262
8.8.4.4,8.8.4.4,rare.tld,5895,SERVFAIL,50000,451,3.460562101802537,7,451,53,53,AAAA,Anomalous,3,Error,0,US,2.8274672187715666
1.1.1.1,1.1.1.1,my.site.info,34880,REFUSED,1,258,4.16504352067072,58,258,53,53,TXT,Anomalous,4,Error,0,Global,2.8276972624798713
8.8.8.8,8.8.8.8,google.com,0,No Error,118,66,0.12767510407348753,10,66,53,53,AAAA,Normal,1,No Error,0,US,2.8276972624798713
8.8.8.8,8.8.8.8,test.example.org,41139,REFUSED,1,78,2.0448299804326693,12,78,53,53,TXT,Anomalous,4,Error,0,US,2.827046918123275
8.8.8.8,8.8.8.8,example.com,0,No Error,113,79,0.050538601688372986,11,79,53,53,TXT,Normal,1,No Error,0,US,2.827046918123275
1.1.1.1,1.1.1.1,google.com,19196,SERVFAIL,50000,496,3.253315933853379,219,496,53,53,A,Anomalous,3,Error,0,Global,2.826396872844332
1.1.1.1,1.1.1.1,nonexistent.example,24852,SERVFAIL,1,161,4.908205545399317,61,161,53,53,MX,Anomalous,4,Error,0,Global,2.8266268107610943
8.8.8.8,8.8.8.8,openai.com,15948,REFUSED,50000,502,2.032063555489845,147,502,53,53,AAAA,Anomalous,5,Error,0,US,2.826856748677857
1.1.1.1,1.1.1.1,subdomain.google.com,0,NXDOMAIN,53,121,-0.010515203520712835,20,121,53,53,AAAA,Normal,1,Error,0,Global,2.826856748677857
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,114,121,0.007850508598478842,8,121,53,53,TXT,Normal,1,Error,0,US,2.8270866865946194
8.8.4.4,8.8.4.4,openai.com,0,No Error,112,94,0.04919963473790867,10,94,53,53,AAAA,Normal,1,No Error,0,US,2.827316624511382
8.8.8.8,8.8.8.8,rare.tld,30125,REFUSED,1,255,3.865207294757386,233,255,53,53,A,Anomalous,5,Error,0,US,2.8266666666666667
1.1.1.1,1.1.1.1,my.site.info,37022,REFUSED,50000,103,4.652325062276711,123,103,53,53,TXT,Anomalous,4,Error,0,Global,2.8266666666666667
8.8.8.8,8.8.8.8,google.com,0,No Error,100,73,0.09006764556852939,10,73,53,53,A,Normal,1,No Error,0,US,2.8266666666666667
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,116,134,0.1660547702027285,8,134,53,53,AAAA,Normal,1,Error,0,US,2.8260170075844635
8.8.8.8,8.8.8.8,nonexistent.example,0,NXDOMAIN,113,139,0.025526674135494892,19,139,53,53,AAAA,Normal,1,Error,0,US,2.826246839806941
8.8.8.8,8.8.8.8,subdomain.google.com,0,NXDOMAIN,102,115,0.13702365455112372,20,115,53,53,A,Normal,1,Error,0,US,2.8264766720294183
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,119,136,0.04701222926307677,8,136,53,53,A,Normal,1,Error,0,US,2.826706504251896
8.8.8.8,8.8.8.8,openai.com,0,No Error,120,81,-0.023849539063964656,10,81,53,53,TXT,Normal,1,No Error,0,US,2.8269363364743736
8.8.4.4,8.8.4.4,openai.com,0,No Error,114,86,-0.00018150762005625376,10,86,53,53,AAAA,Normal,1,No Error,0,US,2.8262867647058822
1.1.1.1,1.1.1.1,subdomain.google.com,10292,REFUSED,50000,142,2.412839317494218,12,142,53,53,TXT,Anomalous,4,Error,0,Global,2.8256374913852516
8.8.4.4,8.8.4.4,openai.com,20353,NXDOMAIN,50000,119,2.257327555736339,25,119,53,53,TXT,Anomalous,4,Error,0,US,2.8256374913852516
1.1.1.1,1.1.1.1,openai.com,47247,NXDOMAIN,50000,247,4.9140091717679955,62,247,53,53,A,Anomalous,3,Error,0,Global,2.8258672180105675
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,114,139,-0.009613783527778405,8,139,53,53,MX,Normal,1,Error,0,US,2.8260969446358835
8.8.4.4,8.8.4.4,nonexistent.example,0,NXDOMAIN,108,147,0.011542255283690017,19,147,53,53,A,Normal,1,Error,0,US,2.826326671261199
8.8.4.4,8.8.4.4,openai.com,0,No Error,111,80,0.14945516241806817,10,80,53,53,TXT,Normal,1,No Error,0,US,2.826556397886515
8.8.4.4,8.8.4.4,subdomain.google.com,2103,NXDOMAIN,1,190,3.6751847781338736,82,190,53,53,MX,Anomalous,4,Error,0,US,2.8259072117593016
1.1.1.1,1.1.1.1,nonexistent.example,0,NXDOMAIN,55,131,0.05878953916962741,19,131,53,53,MX,Normal,1,Error,0,Global,2.8261368856224163
8.8.8.8,8.8.8.8,example.com,0,No Error,101,79,0.11369825140301604,11,79,53,53,AAAA,Normal,1,No Error,0,US,2.8263665594855305
8.8.4.4,8.8.4.4,example.com,0,No Error,119,81,0.05592273448759008,11,81,53,53,AAAA,Normal,1,No Error,0,US,2.8257175660160736
8.8.8.8,8.8.8.8,my.site.info,41198,SERVFAIL,1,212,2.6688379414065015,191,212,53,53,TXT,Anomalous,4,Error,0,US,2.825068870523416
1.1.1.1,1.1.1.1,google.com,0,No Error,54,62,0.031150351863530962,10,62,53,53,TXT,Normal,1,No Error,0,Global,2.8252984389348024
1.1.1.1,1.1.1.1,example.com,0,No Error,60,81,0.025784971335802834,11,81,53,53,A,Normal,1,No Error,0,Global,2.824649988524214
8.8.8.8,8.8.8.8,subdomain.google.com,32827,SERVFAIL,50000,191,4.057371374729572,84,191,53,53,A,Anomalous,4,Error,0,US,2.8240018357044514
8.8.8.8,8.8.8.8,nonexistent.example,0,NXDOMAIN,102,146,0.036794850705176296,19,146,53,53,MX,Normal,1,Error,0,US,2.8242312987608993
1.1.1.1,1.1.1.1,rare.tld,0,NXDOMAIN,56,139,0.024038240451996276,8,139,53,53,AAAA,Normal,1,Error,0,Global,2.8244607618173476
8.8.8.8,8.8.8.8,google.com,1502,SERVFAIL,1,318,2.2028987141867087,236,318,53,53,AAAA,Anomalous,4,Error,0,US,2.8246902248737955
8.8.4.4,8.8.4.4,google.com,0,No Error,118,80,0.1317643347769713,10,80,53,53,A,Normal,1,No Error,0,US,2.8249196879302434
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,115,124,0.10246893828984599,16,124,53,53,A,Normal,1,Error,0,US,2.8242716219316355
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,119,124,0.008731414178269614,8,124,53,53,A,Normal,1,Error,0,US,2.8245010323468684
8.8.4.4,8.8.4.4,example.com,30320,NXDOMAIN,1,390,4.023906993268652,192,390,53,53,AAAA,Anomalous,3,Error,0,US,2.8247304427621014
8.8.8.8,8.8.8.8,openai.com,0,No Error,100,95,0.03148762130132199,10,95,53,53,MX,Normal,1,No Error,0,US,2.8249598531773343
1.1.1.1,1.1.1.1,my.site.info,0,NXDOMAIN,50,103,0.13142511540316523,12,103,53,53,MX,Normal,1,Error,0,Global,2.8243119266055046
1.1.1.1,1.1.1.1,test.example.org,45656,SERVFAIL,1,319,2.4878659786797774,106,319,53,53,TXT,Anomalous,3,Error,0,Global,2.82454128440367
8.8.4.4,8.8.4.4,example.com,5968,SERVFAIL,1,316,2.1093830063713668,183,316,53,53,TXT,Anomalous,4,Error,0,US,2.824770642201835
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,104,122,0.13615004602907532,16,122,53,53,AAAA,Normal,1,Error,0,US,2.825
8.8.8.8,8.8.8.8,example.com,64727,SERVFAIL,50000,102,3.4866495918436216,129,102,53,53,AAAA,Anomalous,4,Error,0,US,2.825229357798165
8.8.4.4,8.8.4.4,example.com,22906,REFUSED,1,422,3.0290601096478613,91,422,53,53,MX,Anomalous,4,Error,0,US,2.8254587155963304
8.8.4.4,8.8.4.4,example.com,13297,NXDOMAIN,50000,402,2.8608518426521847,246,402,53,53,A,Anomalous,5,Error,0,US,2.8254587155963304
8.8.8.8,8.8.8.8,my.site.info,0,NXDOMAIN,113,111,0.1104759856837963,12,111,53,53,TXT,Normal,1,Error,0,US,2.8256880733944953
1.1.1.1,1.1.1.1,google.com,33608,NXDOMAIN,50000,271,4.70444514169187,92,271,53,53,AAAA,Anomalous,4,Error,0,Global,2.8259174311926607
8.8.8.8,8.8.8.8,nonexistent.example,0,NXDOMAIN,120,144,0.10274827364096734,19,144,53,53,AAAA,Normal,1,Error,0,US,2.8261467889908256
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,108,117,0.1089456483098784,16,117,53,53,AAAA,Normal,1,Error,0,US,2.826376146788991
8.8.8.8,8.8.8.8,rare.tld,0,NXDOMAIN,108,125,0.11105544696987762,8,125,53,53,A,Normal,1,Error,0,US,2.826605504587156
8.8.8.8,8.8.8.8,nonexistent.example,0,NXDOMAIN,113,146,-0.006387613297026487,19,146,53,53,TXT,Normal,1,Error,0,US,2.8268348623853212
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,58,111,0.043180272959056104,16,111,53,53,AAAA,Normal,1,Error,0,Global,2.827064220183486
8.8.4.4,8.8.4.4,subdomain.google.com,12534,SERVFAIL,50000,62,3.63575028893628,112,62,53,53,MX,Anomalous,5,Error,0,US,2.8272935779816515
8.8.4.4,8.8.4.4,openai.com,0,No Error,117,79,0.1291499232516414,10,79,53,53,MX,Normal,1,No Error,0,US,2.8275229357798164
1.1.1.1,1.1.1.1,google.com,54655,SERVFAIL,1,407,4.945775096812589,150,407,53,53,AAAA,Anomalous,3,Error,0,Global,2.8268745700527402
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,118,112,0.10221972109658947,16,112,53,53,TXT,Normal,1,Error,0,US,2.8271038752579685
1.1.1.1,1.1.1.1,example.com,30448,REFUSED,1,341,2.974366197233275,36,341,53,53,TXT,Anomalous,4,Error,0,Global,2.8273331804631967
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,51,116,-0.042503825515451094,16,116,53,53,TXT,Normal,1,Error,0,Global,2.8273331804631967
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,53,114,-0.0325165104212857,16,114,53,53,TXT,Normal,1,Error,0,Global,2.8275624856684245
8.8.8.8,8.8.8.8,google.com,28155,SERVFAIL,50000,426,2.3757823285611632,7,426,53,53,AAAA,Anomalous,4,Error,0,US,2.8277917908736527
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,118,118,0.16904649863245,16,118,53,53,MX,Normal,1,Error,0,US,2.828021096078881
1.1.1.1,1.1.1.1,example.com,0,No Error,50,76,0.1327827755171673,11,76,53,53,TXT,Normal,1,No Error,0,Global,2.828250401284109
1.1.1.1,1.1.1.1,example.com,0,No Error,54,76,0.052310841077602796,11,76,53,53,A,Normal,1,No Error,0,Global,2.8276020174232004
1.1.1.1,1.1.1.1,example.com,0,No Error,59,78,0.06380819413362597,11,78,53,53,A,Normal,1,No Error,0,Global,2.8269539307815723
8.8.4.4,8.8.4.4,google.com,51643,NXDOMAIN,50000,465,2.8220039657306244,103,465,53,53,AAAA,Anomalous,5,Error,0,US,2.826306141154904
1.1.1.1,1.1.1.1,nonexistent.example,28720,REFUSED,1,2,4.251762874758842,145,2,53,53,A,Anomalous,4,Error,0,Global,2.8265352887259394
8.8.8.8,8.8.8.8,my.site.info,8464,SERVFAIL,50000,317,4.805338528476183,122,317,53,53,TXT,Anomalous,3,Error,0,US,2.8265352887259394
1.1.1.1,1.1.1.1,rare.tld,0,NXDOMAIN,54,127,0.07858501955052317,8,127,53,53,AAAA,Normal,1,Error,0,Global,2.8267644362969753
8.8.8.8,8.8.8.8,google.com,0,No Error,103,62,0.1425104886126036,10,62,53,53,TXT,Normal,1,No Error,0,US,2.826993583868011
8.8.4.4,8.8.4.4,google.com,0,No Error,120,77,0.162722280124332,10,77,53,53,TXT,Normal,1,No Error,0,US,2.8263459335624286
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,115,106,-0.010331644750820893,16,106,53,53,AAAA,Normal,1,Error,0,US,2.8256985799358683
8.8.4.4,8.8.4.4,google.com,25253,REFUSED,50000,48,3.9971526111991027,199,48,53,53,MX,Anomalous,3,Error,0,US,2.825927622537792
1.1.1.1,1.1.1.1,example.com,7011,REFUSED,1,206,4.765277141913543,250,206,53,53,AAAA,Anomalous,3,Error,0,Global,2.825927622537792
8.8.8.8,8.8.8.8,my.site.info,14952,NXDOMAIN,1,166,3.6207249297645716,118,166,53,53,MX,Anomalous,5,Error,0,US,2.825927622537792
8.8.4.4,8.8.4.4,my.site.info,0,NXDOMAIN,115,111,0.07735304624253794,12,111,53,53,TXT,Normal,1,Error,0,US,2.826156665139716
8.8.8.8,8.8.8.8,google.com,2086,NXDOMAIN,1,56,2.1033563567960805,92,56,53,53,A,Anomalous,4,Error,0,US,2.82638570774164
8.8.4.4,8.8.4.4,example.com,26656,NXDOMAIN,1,233,4.300199905801293,50,233,53,53,MX,Anomalous,3,Error,0,US,2.826614750343564
